label,volume,sphericity,theta,phi,elongation,centroid,closest_distance,closest_wall
48,143.0,0.6130320397897933,-99.06931936300734,90.22680521196003,6.1799364503154735,"(198.72727272727272, 383.8251748251748, 247.46853146853147)",1.704372413666021,membrane
49,176.0,0.5391233662598209,-177.71738462378158,88.99148721271062,29.812288549719785,"(203.36363636363637, 296.96590909090907, 43.69886363636363)",43.69886363636363,left
50,176.0,0.6595316788504417,-175.75606886052884,80.56734912907687,3.172866083786519,"(207.21022727272728, 14.426136363636363, 161.63636363636363)",14.426136363636363,bottom
51,260.0,0.6356346153739176,157.67392194581433,89.0008285550581,6.640930429318164,"(211.58076923076922, 181.63846153846154, 242.95384615384614)",2.119719334999718,membrane
52,73.0,0.45698745034284516,-104.46573467993994,93.6618316633773,29.231650537578048,"(212.76712328767124, 50.863013698630134, 220.72602739726028)",24.559072820384724,membrane
53,115593.0,0.30431123140661714,179.80714284415913,90.04330703785898,1256.636512474979,"(430.648490825569, 25.351829263017656, 217.5389513205817)",25.351829263017656,bottom
54,116.0,0.6387861120811539,175.68472844437855,95.72918335079156,3.073035079878354,"(229.18103448275863, 14.362068965517242, 150.04310344827587)",14.362068965517242,bottom
55,943.0,0.6429190206479063,171.08809177572888,87.44322114416356,8.70872260109225,"(233.50477200424177, 294.9798515376458, 244.04347826086956)",2.9977787647304486,membrane
56,375275.0,0.5449614604867284,90.54192661869584,91.20581260665526,60.45447390772148,"(267.40127106788356, 261.3947585104257, 23.418538405169542)",23.418538405169542,left
57,82.0,0.6520195663780454,162.9567956295529,71.57622443507164,5.002899631303364,"(239.5487804878049, 82.4390243902439, 231.4878048780488)",13.526853236325758,membrane
58,119.0,0.627913534116498,179.233099294592,89.66778496313879,7.425863690084552,"(249.57142857142858, 221.84873949579833, 244.2436974789916)",1.8141531784332678,membrane
59,284.0,0.6166288905410444,-170.27964591617234,91.09485443879713,12.386497314670699,"(253.51408450704224, 264.5281690140845, 244.84859154929578)",2.255503639395853,membrane
60,377.0,0.3793865214936432,-177.7902234712106,90.50496356361823,95.7442499319619,"(284.2679045092838, 457.0132625994695, 226.50132625994695)",23.500204600473122,membrane
61,93.0,0.3867707070341123,90.02408023411023,88.30446558940125,96.38457177131373,"(274.0967741935484, 280.80645161290323, 245.58064516129033)",1.4357556828559819,membrane
62,659.0,0.6726219416025406,159.0016089081001,89.55246033437308,4.696280548327647,"(285.74203338391504, 258.0955993930197, 243.8877086494689)",3.1244269025776252,membrane
63,1407.0,0.5068848751326056,-177.36172771834518,146.94420391010237,27.199293225660032,"(291.0554371002132, 14.673773987206824, 122.64321250888415)",14.673773987206824,bottom
64,123.0,0.6214608940166758,-96.48762111269517,88.37356749894411,7.554719495112973,"(288.8292682926829, 149.83739837398375, 243.260162601626)",1.7557399515438845,membrane
65,69.0,0.6929135236420713,173.0407916898179,93.93842338850266,2.7412289339215987,"(292.27536231884056, 137.08695652173913, 122.15942028985508)",122.15942028985508,left
66,74.0,0.4817991013587925,88.44168241032345,89.11248947414018,29.997941760202863,"(300.3378378378378, 237.83783783783784, 244.9189189189189)",2.114551829004362,membrane
67,731.0,0.30086625799059996,173.49858512943706,98.2981883287489,174.33387801978952,"(326.9466484268126, 455.2216142270862, 228.69630642954857)",21.304913024926954,membrane
68,2194.0,0.39730309767461713,-89.52147626537665,90.9530889957939,80.84249729672985,"(332.6344576116682, 157.41522333637192, 243.81996353691886)",2.2491310849077815,membrane
69,418.0,0.6002948910919522,126.97024858307303,91.67145934707216,6.158433666283814,"(324.70574162679424, 249.57894736842104, 244.73444976076556)",2.64293547815077,membrane
70,138.0,0.6205527838130065,175.59909178889677,80.68216204169603,8.729154156820764,"(332.2971014492754, 458.8840579710145, 52.1231884057971)",52.1231884057971,left
71,380.0,0.7357428135099845,-164.43003951436293,91.80004717446572,3.2218761627153545,"(336.0184210526316, 115.91052631578947, 242.7342105263158)",3.267066843787075,membrane
72,752.0,0.5973035267950365,165.15822433784524,91.39311216029634,15.077069233628619,"(344.73936170212767, 365.07313829787233, 246.45611702127658)",2.5582459112392173,membrane
73,26049.0,0.11819332300575537,158.0346858930877,90.0482072017844,2762.5145685705475,"(427.1966294291528, 243.62290299051787, 245.7127720833813)",2.080728948797342,membrane
74,1917.0,0.25471722519939705,179.03756355215168,92.88661390521294,408.2116368912534,"(409.3448095983307, 455.6551904016693, 228.55816379760043)",20.586307921543316,membrane
75,364758.0,0.5401001087169701,90.94148887005828,89.51337420015886,55.73441986070335,"(389.94261674863884, 210.2193536536553, 23.05289808585418)",23.05289808585418,left
76,76.0,0.5948391132827469,-174.5332436332413,83.41454377353043,8.836763651659595,"(376.89473684210526, 70.05263157894737, 244.3684210526316)",1.861551493034452,membrane
77,124.0,0.6883569279174951,178.3024667614354,80.23720596465283,2.6344949137872,"(381.05645161290323, 86.96774193548387, 117.16129032258064)",86.96774193548387,bottom
78,70.0,0.43761547224155756,179.41184248761135,63.3927894453745,79.94610636331569,"(386.3285714285714, 459.64285714285717, 61.1)",52.35714285714283,top
79,569.0,0.5816787138829194,173.33594950599328,91.9565341444888,10.472291612217388,"(398.75746924428825, 338.38137082601054, 246.50263620386644)",2.5379304176113022,membrane
80,129.0,0.5607381690236788,134.74109627083809,90.40640197351962,7.79118035071839,"(409.1085271317829, 170.85271317829458, 245.4418604651163)",1.93799999993797,membrane
81,210.0,0.3551780280605494,118.18294453182453,87.7672970905883,61.3356166859431,"(418.5190476190476, 61.423809523809524, 221.95238095238096)",25.055820674243808,membrane
82,271.0,0.741914115516438,137.20143559187085,60.92758854781429,1.8632809900563507,"(416.8560885608856, 147.80811808118082, 145.7380073800738)",100.3379380646345,membrane
83,161.0,0.35772550908104456,-91.34450961218687,90.30592324760238,161.70881972184137,"(428.527950310559, 295.19875776397515, 246.56521739130434)",2.488071926140516,membrane
84,267.0,0.3581029935479568,90.27133524219035,88.87760122996652,179.8733588157819,"(427.9176029962547, 149.24344569288388, 244.78277153558054)",2.232074625777958,membrane
85,66.0,0.6674660555782761,173.76981430558055,92.22150345322575,3.0428030210912023,"(438.7121212121212, 79.92424242424242, 131.27272727272728)",79.92424242424242,bottom
86,130.0,0.35900579685585254,-175.83884624113838,90.77326373913756,56.20760318790469,"(447.4769230769231, 60.55384615384615, 221.69230769230768)",25.316117372467854,membrane
87,230.0,0.609158070517897,-151.76241339865322,92.25870408368296,6.5031417748611045,"(454.2608695652174, 285.3478260869565, 44.34347826086957)",44.34347826086957,left
88,114.0,0.4440921642799528,94.14345174958207,89.88860235232151,116.8025625204297,"(451.6578947368421, 285.36842105263156, 246.46491228070175)",2.584461225795288,membrane
89,6929.0,0.24582840520523608,-179.3174417461541,89.29931378302875,924.8128253518295,"(561.3304950209265, 455.1402799826815, 232.12887862606436)",17.358064178555953,membrane
90,150.0,0.547295375407404,178.06346425401233,52.54828688718632,15.308060882088272,"(464.74666666666667, 459.16, 64.79333333333334)",52.839999999999975,top
91,60.0,0.4775860664356937,121.31651303193917,88.54510310933495,35.2389801054386,"(464.5833333333333, 54.083333333333336, 221.71666666666667)",25.286903725051033,membrane
92,75.0,0.6458559154648295,-175.54786097987693,83.29690419803214,4.167730610121269,"(467.06666666666666, 459.32, 110.12)",52.68000000000001,top
93,133.0,0.3798777757524237,-95.16760936044854,90.6943272566091,58.640351160053456,"(474.30827067669173, 284.0, 246.71428571428572)",2.306408594769433,membrane
94,307.0,0.6981425512894834,-169.85348014679295,75.39981328361017,4.352142152109031,"(477.4690553745928, 252.61889250814332, 116.57003257328991)",116.57003257328991,left
95,60.0,0.6738139605196076,149.93982891897832,92.43021025419385,3.378550600067662,"(481.1, 377.15, 110.03333333333333)",110.03333333333333,left
96,354689.0,0.5457684451822243,90.27636449704367,91.10936628768474,63.27240731464073,"(510.3134379696015, 260.3324997392082, 22.60171586939544)",22.60171586939544,left
97,177.0,0.3927773747098559,-92.15004261530999,90.30886704948426,65.63477175249851,"(486.44632768361583, 301.08474576271186, 246.87570621468927)",2.1723292411071733,membrane
98,906.0,0.5601409564116236,-169.64272881718125,90.03923943197601,14.162147538239166,"(505.91059602649005, 380.7505518763797, 247.07174392935983)",1.946378408947691,membrane
99,84.0,0.44612866588593525,-87.80473499579219,92.55916727411396,28.059182771086633,"(512.6547619047619, 71.64285714285714, 223.0595238095238)",24.089867413876345,membrane
100,1392.0,0.30434346651474664,101.07363121010825,89.14783193124235,186.17554227301724,"(521.801724137931, 203.72629310344828, 245.58908045977012)",1.6457129177240353,membrane
101,441.0,0.5471987040220839,-121.64155969353696,90.25089795478232,14.717588991064975,"(533.7755102040817, 269.8095238095238, 246.3922902494331)",1.634444091940024,membrane
102,108.0,0.7107541136650869,-139.76588155610054,77.6671889586483,2.3658599194188246,"(537.4074074074074, 33.657407407407405, 108.32407407407408)",33.657407407407405,bottom
103,6507.0,0.19909094856090334,-91.50992007914218,90.18397353697658,547.8002152207337,"(550.8457046257876, 219.02228369448287, 245.34409097894576)",2.479749345135961,membrane
104,101.0,0.6809692862272101,170.98567954219226,92.26410316487367,3.080036489550922,"(538.8910891089109, 316.63366336633663, 62.2970297029703)",62.2970297029703,left
105,70.0,0.5004502337654949,-94.59083132365738,90.1952421751384,31.961105863255643,"(550.8428571428572, 304.22857142857146, 246.32857142857142)",1.6942881233420688,membrane
106,70.0,0.5141892240288055,96.0993353924878,91.47747765889348,26.695506357265817,"(560.5, 156.82857142857142, 245.54285714285714)",1.5500493738021661,membrane
107,130.0,0.4006336391602317,91.62189081732846,89.44625247351117,166.36901110715652,"(566.3230769230769, 288.3, 246.24615384615385)",2.3057555975730657,membrane
108,2262.0,0.2467605794284428,94.9056964694516,89.6718482226079,67.20551410438638,"(578.05216622458, 224.50928381962865, 244.52608311229)",2.5226550402228862,membrane
109,289.0,0.37499580814848016,91.90648502081865,89.02911883178528,146.5465502120641,"(570.4325259515571, 295.3840830449827, 246.26643598615917)",2.794095685902528,membrane
110,223.0,0.3578439228017723,93.70570939737499,88.87247827485665,152.26088491438156,"(577.6547085201794, 292.2914798206278, 246.51121076233184)",2.027624976593967,membrane
111,1366.0,0.6071490330121754,-179.23679638914038,118.10838323712564,10.858320155913862,"(585.7371888726208, 14.562225475841874, 130.79721815519767)",14.562225475841874,bottom
112,569.0,0.30595113842021077,92.60257367294619,88.57781965032495,349.4753066612279,"(584.2144112478031, 288.74165202108964, 246.1775043936731)",1.8531611091517126,membrane
113,122.0,0.4778652964072892,90.5227098652761,91.44988721552828,40.89504736068295,"(582.0081967213115, 158.5737704918033, 245.2622950819672)",2.04571838712718,membrane
114,46308.0,0.15559152266809834,-91.04405563484968,90.52645023845028,267.81093155505084,"(625.2922605165414, 253.2140234948605, 244.16997063142438)",2.9250243520010293,membrane
115,73.0,0.7086847031734397,-165.55230968398263,81.30751214978798,2.194405481769179,"(584.2602739726027, 58.02739726027397, 119.5068493150685)",58.02739726027397,bottom
116,272.0,0.6334928642395475,-172.16917425345673,21.67671533990787,8.741984845306078,"(586.5257352941177, 459.64338235294116, 198.61764705882354)",51.40473544665734,membrane
117,79.0,0.4580232626919544,88.5161112583877,88.85096861816365,63.69237872334736,"(586.4050632911392, 191.30379746835442, 245.29113924050634)",1.782294663332725,membrane
118,109.0,0.6826516089183305,-170.07233953722223,50.85657034189367,2.1917144521766097,"(587.5688073394496, 458.9449541284404, 103.25688073394495)",53.05504587155963,top
119,117.0,0.38907347095854794,95.353393077135,91.87559998346268,116.13390286013764,"(590.0512820512821, 158.63247863247864, 245.47863247863248)",1.8302177020442765,membrane
120,108.0,0.3816528845244274,-90.4024089042037,90.81562888071964,73.48546621490839,"(592.3425925925926, 194.84259259259258, 245.42592592592592)",1.6185969130942426,membrane
121,288676.0,0.6375112932897946,-89.88566589489793,90.49919515857201,64.05611602944987,"(627.009896908645, 212.8314754257368, 22.121360972162563)",20.990103091354968,back
122,89.0,0.4327014845382199,154.46424186553082,90.48621989950213,35.95266501045273,"(617.7640449438202, 72.61797752808988, 223.40449438202248)",16.613756861586985,membrane
123,190.0,0.6666535360098672,168.5036386414333,104.6451542188778,3.516382585270746,"(630.4368421052632, 459.20526315789476, 94.86842105263158)",17.563157894736833,back
124,93.0,0.42453016009660854,109.77606224584576,81.37681903452754,32.23802695981809,"(642.6344086021505, 75.76344086021506, 223.96774193548387)",5.365591397849471,back
125,258.0,0.9832644971981526,-32.97036826125002,8.165080110756321,4.39830514372358,"(645.3062015503876, 14.325581395348838, 46.00387596899225)",2.693798449612359,back
126,170.0,0.3876465463097389,-90.0,104.89396502660638,121.59652032836382,"(644.5, 221.91764705882352, 219.1529411764706)",3.5,back
